severity	updateDate	comments	line	author	rule	project	effort	message	creationDate	type	tags	component	flows	scope	textRange	debt	key	hash	status
CRITICAL	2022-11-08T09:41:07+0000		2692.0		python:S5754	Minh	5min	Specify an exception class to catch or reraise the exception	2022-11-08T09:41:07+0000	CODE_SMELL	"bad-practice / error-handling / suspicious / "	Minh:DCLV/fhir/views.py		MAIN	{startLine=2692.0, endLine=2692.0, startOffset=12.0, endOffset=18.0}	5min	AYRWnaedxuRpS6X9fA9n	3e264f5fbab10735799511f21ca70842	OPEN
CRITICAL	2022-11-08T09:41:07+0000		2693.0		python:S1192	Minh	14min	"Define a constant instead of duplicating this literal ""Tài nguyên không tồn tại"" 7 times."	2022-11-08T09:41:07+0000	CODE_SMELL	"design / "	Minh:DCLV/fhir/views.py	"{locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2701.0, endLine=2701.0, startOffset=40.0, endOffset=66.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2709.0, endLine=2709.0, startOffset=40.0, endOffset=66.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2717.0, endLine=2717.0, startOffset=40.0, endOffset=66.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2725.0, endLine=2725.0, startOffset=40.0, endOffset=66.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2746.0, endLine=2746.0, startOffset=40.0, endOffset=66.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2749.0, endLine=2749.0, startOffset=40.0, endOffset=66.0}, msg=Duplication}]} / "	MAIN	{startLine=2693.0, endLine=2693.0, startOffset=40.0, endOffset=66.0}	14min	AYRWnaecxuRpS6X9fA7r	1cbbb73346718cf3496270b4f85b3d6d	OPEN
CRITICAL	2022-11-08T09:41:07+0000		2700.0		python:S5754	Minh	5min	Specify an exception class to catch or reraise the exception	2022-11-08T09:41:07+0000	CODE_SMELL	"bad-practice / error-handling / suspicious / "	Minh:DCLV/fhir/views.py		MAIN	{startLine=2700.0, endLine=2700.0, startOffset=12.0, endOffset=18.0}	5min	AYRWnaedxuRpS6X9fA9o	3e264f5fbab10735799511f21ca70842	OPEN
CRITICAL	2022-11-08T09:41:07+0000		2708.0		python:S5754	Minh	5min	Specify an exception class to catch or reraise the exception	2022-11-08T09:41:07+0000	CODE_SMELL	"bad-practice / error-handling / suspicious / "	Minh:DCLV/fhir/views.py		MAIN	{startLine=2708.0, endLine=2708.0, startOffset=12.0, endOffset=18.0}	5min	AYRWnaedxuRpS6X9fA9p	3e264f5fbab10735799511f21ca70842	OPEN
CRITICAL	2022-11-08T09:41:07+0000		2716.0		python:S5754	Minh	5min	Specify an exception class to catch or reraise the exception	2022-11-08T09:41:07+0000	CODE_SMELL	"bad-practice / error-handling / suspicious / "	Minh:DCLV/fhir/views.py		MAIN	{startLine=2716.0, endLine=2716.0, startOffset=12.0, endOffset=18.0}	5min	AYRWnaedxuRpS6X9fA9q	3e264f5fbab10735799511f21ca70842	OPEN
CRITICAL	2022-11-08T09:41:07+0000		2724.0		python:S5754	Minh	5min	Specify an exception class to catch or reraise the exception	2022-11-08T09:41:07+0000	CODE_SMELL	"bad-practice / error-handling / suspicious / "	Minh:DCLV/fhir/views.py		MAIN	{startLine=2724.0, endLine=2724.0, startOffset=12.0, endOffset=18.0}	5min	AYRWnaedxuRpS6X9fA9r	3e264f5fbab10735799511f21ca70842	OPEN
CRITICAL	2022-11-08T09:41:07+0000		2745.0		python:S5754	Minh	5min	Specify an exception class to catch or reraise the exception	2022-11-08T09:41:07+0000	CODE_SMELL	"bad-practice / error-handling / suspicious / "	Minh:DCLV/fhir/views.py		MAIN	{startLine=2745.0, endLine=2745.0, startOffset=12.0, endOffset=18.0}	5min	AYRWnaedxuRpS6X9fA9s	3e264f5fbab10735799511f21ca70842	OPEN
CRITICAL	2022-11-08T09:41:07+0000		2757.0		python:S5754	Minh	5min	Specify an exception class to catch or reraise the exception	2022-11-08T09:41:07+0000	CODE_SMELL	"bad-practice / error-handling / suspicious / "	Minh:DCLV/fhir/views.py		MAIN	{startLine=2757.0, endLine=2757.0, startOffset=12.0, endOffset=18.0}	5min	AYRWnaedxuRpS6X9fA9t	3e264f5fbab10735799511f21ca70842	OPEN
CRITICAL	2022-11-08T09:41:07+0000		2837.0		python:S3776	Minh	52min	Refactor this function to reduce its Cognitive Complexity from 62 to the 15 allowed.	2022-11-08T09:41:07+0000	CODE_SMELL	"brain-overload / "	Minh:DCLV/fhir/views.py	"{locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2863.0, endLine=2863.0, startOffset=8.0, endOffset=10.0}, msg=+1}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2892.0, endLine=2892.0, startOffset=12.0, endOffset=15.0}, msg=+2 (incl 1 for nesting)}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2893.0, endLine=2893.0, startOffset=16.0, endOffset=18.0}, msg=+3 (incl 2 for nesting)}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2896.0, endLine=2896.0, startOffset=20.0, endOffset=23.0}, msg=+4 (incl 3 for nesting)}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2901.0, endLine=2901.0, startOffset=16.0, endOffset=20.0}, msg=+1}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2919.0, endLine=2919.0, startOffset=12.0, endOffset=15.0}, msg=+2 (incl 1 for nesting)}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2920.0, endLine=2920.0, startOffset=16.0, endOffset=18.0}, msg=+3 (incl 2 for nesting)}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2922.0, endLine=2922.0, startOffset=16.0, endOffset=20.0}, msg=+1}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2924.0, endLine=2924.0, startOffset=16.0, endOffset=20.0}, msg=+1}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2926.0, endLine=2926.0, startOffset=16.0, endOffset=20.0}, msg=+1}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2928.0, endLine=2928.0, startOffset=16.0, endOffset=20.0}, msg=+1}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2930.0, endLine=2930.0, startOffset=16.0, endOffset=20.0}, msg=+1}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2952.0, endLine=2952.0, startOffset=8.0, endOffset=12.0}, msg=+1}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2955.0, endLine=2955.0, startOffset=16.0, endOffset=18.0}, msg=+2 (incl 1 for nesting)}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2959.0, endLine=2959.0, startOffset=12.0, endOffset=18.0}, msg=+2 (incl 1 for nesting)}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2964.0, endLine=2964.0, startOffset=12.0, endOffset=14.0}, msg=+2 (incl 1 for nesting)}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2964.0, endLine=2964.0, startOffset=48.0, endOffset=51.0}, msg=+1}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2967.0, endLine=2967.0, startOffset=16.0, endOffset=19.0}, msg=+3 (incl 2 for nesting)}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2977.0, endLine=2977.0, startOffset=20.0, endOffset=22.0}, msg=+4 (incl 3 for nesting)}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2979.0, endLine=2979.0, startOffset=20.0, endOffset=24.0}, msg=+1}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2981.0, endLine=2981.0, startOffset=20.0, endOffset=24.0}, msg=+1}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2984.0, endLine=2984.0, startOffset=20.0, endOffset=24.0}, msg=+1}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2986.0, endLine=2986.0, startOffset=20.0, endOffset=24.0}, msg=+1}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2988.0, endLine=2988.0, startOffset=20.0, endOffset=24.0}, msg=+1}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2996.0, endLine=2996.0, startOffset=12.0, endOffset=14.0}, msg=+2 (incl 1 for nesting)}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2996.0, endLine=2996.0, startOffset=51.0, endOffset=54.0}, msg=+1}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2999.0, endLine=2999.0, startOffset=16.0, endOffset=19.0}, msg=+3 (incl 2 for nesting)}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3008.0, endLine=3008.0, startOffset=20.0, endOffset=22.0}, msg=+4 (incl 3 for nesting)}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3010.0, endLine=3010.0, startOffset=20.0, endOffset=24.0}, msg=+1}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3012.0, endLine=3012.0, startOffset=20.0, endOffset=24.0}, msg=+1}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3014.0, endLine=3014.0, startOffset=20.0, endOffset=24.0}, msg=+1}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3016.0, endLine=3016.0, startOffset=20.0, endOffset=24.0}, msg=+1}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3018.0, endLine=3018.0, startOffset=20.0, endOffset=24.0}, msg=+1}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3046.0, endLine=3046.0, startOffset=12.0, endOffset=14.0}, msg=+2 (incl 1 for nesting)}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3046.0, endLine=3046.0, startOffset=57.0, endOffset=60.0}, msg=+1}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3049.0, endLine=3049.0, startOffset=16.0, endOffset=19.0}, msg=+3 (incl 2 for nesting)}]} / "	MAIN	{startLine=2837.0, endLine=2837.0, startOffset=8.0, endOffset=11.0}	52min	AYRWnaedxuRpS6X9fA9w	607b6808d5556056bc60e911f1ee6213	OPEN
MAJOR	2022-11-08T09:41:07+0000		2845.0		python:S125	Minh	5min	Remove this commented out code.	2022-11-08T09:41:07+0000	CODE_SMELL	"unused / "	Minh:DCLV/fhir/views.py		MAIN	{startLine=2845.0, endLine=2845.0, startOffset=8.0, endOffset=45.0}	5min	AYRWnaedxuRpS6X9fA9x	b13dc52d04be9f9d52954a5da9a90d75	OPEN
MINOR	2022-11-08T09:41:07+0000		2858.0		python:S1481	Minh	5min	"Remove the unused local variable ""diagnostic_reports_history""."	2022-11-08T09:41:07+0000	CODE_SMELL	"unused / "	Minh:DCLV/fhir/views.py		MAIN	{startLine=2858.0, endLine=2858.0, startOffset=8.0, endOffset=34.0}	5min	AYRWnaedxuRpS6X9fA9v	8d74cbde3c2b8db49fc34e704f7bf158	OPEN
MINOR	2022-11-08T09:41:07+0000		2909.0		python:S1481	Minh	5min	"Remove the unused local variable ""conditions""."	2022-11-08T09:41:07+0000	CODE_SMELL	"unused / "	Minh:DCLV/fhir/views.py		MAIN	{startLine=2909.0, endLine=2909.0, startOffset=12.0, endOffset=22.0}	5min	AYRWnaedxuRpS6X9fA9u	e215cd6d159bea81f8830ea2692c8fc5	OPEN
MAJOR	2022-11-08T09:41:07+0000		2911.0		python:S125	Minh	5min	Remove this commented out code.	2022-11-08T09:41:07+0000	CODE_SMELL	"unused / "	Minh:DCLV/fhir/views.py		MAIN	{startLine=2911.0, endLine=2911.0, startOffset=12.0, endOffset=42.0}	5min	AYRWnaedxuRpS6X9fA9y	2482bb1476ef1e15a4ed3d8e41f75032	OPEN
MAJOR	2022-11-08T09:41:07+0000		2932.0		python:S125	Minh	5min	Remove this commented out code.	2022-11-08T09:41:07+0000	CODE_SMELL	"unused / "	Minh:DCLV/fhir/views.py		MAIN	{startLine=2932.0, endLine=2932.0, startOffset=16.0, endOffset=98.0}	5min	AYRWnaedxuRpS6X9fA9z	8a473ac6f9ef239f3458b9dfbb0f7ea8	OPEN
MAJOR	2022-11-08T09:41:07+0000		2939.0		python:S125	Minh	5min	Remove this commented out code.	2022-11-08T09:41:07+0000	CODE_SMELL	"unused / "	Minh:DCLV/fhir/views.py		MAIN	{startLine=2939.0, endLine=2939.0, startOffset=12.0, endOffset=58.0}	5min	AYRWnaedxuRpS6X9fA90	90fe0c12dc21c613479318744acfaac8	OPEN
MAJOR	2022-11-08T09:41:07+0000		2946.0		python:S125	Minh	5min	Remove this commented out code.	2022-11-08T09:41:07+0000	CODE_SMELL	"unused / "	Minh:DCLV/fhir/views.py		MAIN	{startLine=2946.0, endLine=2946.0, startOffset=12.0, endOffset=39.0}	5min	AYRWnaedxuRpS6X9fA91	eefb5c3358d1224428c3826c28ea297a	OPEN
CRITICAL	2022-11-08T09:41:07+0000		2957.0		python:S1192	Minh	8min	"Define a constant instead of duplicating this literal ""Không thể kết nối tới kho FHIR, vui lòng liên hệ kĩ thuật viên"" 4 times."	2022-11-08T09:41:07+0000	CODE_SMELL	"design / "	Minh:DCLV/fhir/views.py	"{locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3134.0, endLine=3134.0, startOffset=33.0, endOffset=97.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3271.0, endLine=3271.0, startOffset=33.0, endOffset=97.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3391.0, endLine=3391.0, startOffset=33.0, endOffset=97.0}, msg=Duplication}]} / "	MAIN	{startLine=2957.0, endLine=2957.0, startOffset=33.0, endOffset=97.0}	8min	AYRWnaebxuRpS6X9fA7V	b1dd280648706a41bdd3102b60ae2fe7	OPEN
CRITICAL	2022-11-08T09:41:07+0000		2959.0		python:S5754	Minh	5min	Specify an exception class to catch or reraise the exception	2022-11-08T09:41:07+0000	CODE_SMELL	"bad-practice / error-handling / suspicious / "	Minh:DCLV/fhir/views.py		MAIN	{startLine=2959.0, endLine=2959.0, startOffset=12.0, endOffset=18.0}	5min	AYRWnaedxuRpS6X9fA92	3e264f5fbab10735799511f21ca70842	OPEN
MAJOR	2022-11-08T09:41:07+0000		2990.0		python:S125	Minh	5min	Remove this commented out code.	2022-11-08T09:41:07+0000	CODE_SMELL	"unused / "	Minh:DCLV/fhir/views.py		MAIN	{startLine=2990.0, endLine=2990.0, startOffset=20.0, endOffset=55.0}	5min	AYRWnaedxuRpS6X9fA93	0a83a6218d2d435427ca18160efbfcb1	OPEN
MAJOR	2022-11-08T09:41:07+0000		3020.0		python:S125	Minh	5min	Remove this commented out code.	2022-11-08T09:41:07+0000	CODE_SMELL	"unused / "	Minh:DCLV/fhir/views.py		MAIN	{startLine=3020.0, endLine=3020.0, startOffset=20.0, endOffset=57.0}	5min	AYRWnaedxuRpS6X9fA94	1b74668f9b3230e8ada3e8f29ce4ee70	OPEN
CRITICAL	2022-11-08T09:41:07+0000		3053.0		python:S1192	Minh	6min	Define a constant instead of duplicating this literal 'd:DiagnosticReport' 3 times.	2022-11-08T09:41:07+0000	CODE_SMELL	"design / "	Minh:DCLV/fhir/views.py	"{locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3192.0, endLine=3192.0, startOffset=71.0, endOffset=91.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3328.0, endLine=3328.0, startOffset=32.0, endOffset=52.0}, msg=Duplication}]} / "	MAIN	{startLine=3053.0, endLine=3053.0, startOffset=24.0, endOffset=44.0}	6min	AYRWnaebxuRpS6X9fA7S	bfb9b8198602d37094fc44f7fc3548b9	OPEN
CRITICAL	2022-11-08T09:41:07+0000		3096.0		python:S3776	Minh	34min	Refactor this function to reduce its Cognitive Complexity from 44 to the 15 allowed.	2022-11-08T09:41:07+0000	CODE_SMELL	"brain-overload / "	Minh:DCLV/fhir/views.py	"{locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3108.0, endLine=3108.0, startOffset=8.0, endOffset=10.0}, msg=+1}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3111.0, endLine=3111.0, startOffset=12.0, endOffset=15.0}, msg=+2 (incl 1 for nesting)}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3112.0, endLine=3112.0, startOffset=16.0, endOffset=18.0}, msg=+3 (incl 2 for nesting)}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3120.0, endLine=3120.0, startOffset=16.0, endOffset=19.0}, msg=+3 (incl 2 for nesting)}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3121.0, endLine=3121.0, startOffset=20.0, endOffset=22.0}, msg=+4 (incl 3 for nesting)}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3129.0, endLine=3129.0, startOffset=8.0, endOffset=12.0}, msg=+1}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3132.0, endLine=3132.0, startOffset=16.0, endOffset=18.0}, msg=+2 (incl 1 for nesting)}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3136.0, endLine=3136.0, startOffset=12.0, endOffset=18.0}, msg=+2 (incl 1 for nesting)}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3141.0, endLine=3141.0, startOffset=12.0, endOffset=14.0}, msg=+2 (incl 1 for nesting)}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3141.0, endLine=3141.0, startOffset=47.0, endOffset=50.0}, msg=+1}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3144.0, endLine=3144.0, startOffset=16.0, endOffset=19.0}, msg=+3 (incl 2 for nesting)}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3161.0, endLine=3161.0, startOffset=20.0, endOffset=22.0}, msg=+4 (incl 3 for nesting)}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3161.0, endLine=3161.0, startOffset=63.0, endOffset=66.0}, msg=+1}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3164.0, endLine=3164.0, startOffset=24.0, endOffset=27.0}, msg=+5 (incl 4 for nesting)}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3187.0, endLine=3187.0, startOffset=20.0, endOffset=22.0}, msg=+4 (incl 3 for nesting)}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3187.0, endLine=3187.0, startOffset=61.0, endOffset=64.0}, msg=+1}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3189.0, endLine=3189.0, startOffset=24.0, endOffset=27.0}, msg=+5 (incl 4 for nesting)}]} / "	MAIN	{startLine=3096.0, endLine=3096.0, startOffset=8.0, endOffset=11.0}	34min	AYRWnaedxuRpS6X9fA97	607b6808d5556056bc60e911f1ee6213	OPEN
MINOR	2022-11-08T09:41:07+0000		3114.0		python:S1481	Minh	5min	"Remove the unused local variable ""service_id""."	2022-11-08T09:41:07+0000	CODE_SMELL	"unused / "	Minh:DCLV/fhir/views.py		MAIN	{startLine=3114.0, endLine=3114.0, startOffset=20.0, endOffset=30.0}	5min	AYRWnaedxuRpS6X9fA95	78865e4e8e4db863479b75e024bf5959	OPEN
MAJOR	2022-11-08T09:41:07+0000		3116.0		python:S125	Minh	5min	Remove this commented out code.	2022-11-08T09:41:07+0000	CODE_SMELL	"unused / "	Minh:DCLV/fhir/views.py		MAIN	{startLine=3116.0, endLine=3116.0, startOffset=20.0, endOffset=71.0}	5min	AYRWnaedxuRpS6X9fA98	243dd25e05d21cd34eff72096db8db37	OPEN
MINOR	2022-11-08T09:41:07+0000		3124.0		python:S1481	Minh	5min	"Remove the unused local variable ""observation_id""."	2022-11-08T09:41:07+0000	CODE_SMELL	"unused / "	Minh:DCLV/fhir/views.py		MAIN	{startLine=3124.0, endLine=3124.0, startOffset=24.0, endOffset=38.0}	5min	AYRWnaedxuRpS6X9fA96	1e3f553423580c43f951e6aff3c82900	OPEN
MAJOR	2022-11-08T09:41:07+0000		3126.0		python:S125	Minh	5min	Remove this commented out code.	2022-11-08T09:41:07+0000	CODE_SMELL	"unused / "	Minh:DCLV/fhir/views.py		MAIN	{startLine=3126.0, endLine=3126.0, startOffset=24.0, endOffset=83.0}	5min	AYRWnaedxuRpS6X9fA99	477152663d552dc7d24c671521a58adf	OPEN
CRITICAL	2022-11-08T09:41:07+0000		3136.0		python:S5754	Minh	5min	Specify an exception class to catch or reraise the exception	2022-11-08T09:41:07+0000	CODE_SMELL	"bad-practice / error-handling / suspicious / "	Minh:DCLV/fhir/views.py		MAIN	{startLine=3136.0, endLine=3136.0, startOffset=12.0, endOffset=18.0}	5min	AYRWnaedxuRpS6X9fA9-	3e264f5fbab10735799511f21ca70842	OPEN
MAJOR	2022-11-08T09:41:07+0000		3154.0		python:S125	Minh	5min	Remove this commented out code.	2022-11-08T09:41:07+0000	CODE_SMELL	"unused / "	Minh:DCLV/fhir/views.py		MAIN	{startLine=3154.0, endLine=3154.0, startOffset=20.0, endOffset=53.0}	5min	AYRWnaedxuRpS6X9fA9_	3b8aae337b5f233afe5d0dccf3a34fa6	OPEN
MAJOR	2022-11-08T09:41:07+0000		3180.0		python:S125	Minh	5min	Remove this commented out code.	2022-11-08T09:41:07+0000	CODE_SMELL	"unused / "	Minh:DCLV/fhir/views.py		MAIN	{startLine=3180.0, endLine=3180.0, startOffset=24.0, endOffset=61.0}	5min	AYRWnaedxuRpS6X9fA-A	1b74668f9b3230e8ada3e8f29ce4ee70	OPEN
